Empoyee_No,Empoyee_Name,FirstName,LastName,JobGrade,Contract_Type,Birthday,Status,Sex,Age,Update_DT,Create_DT
0022,Elnora Considine,Elnora,Considine,11,C,1983-09-29,Marry,Female,44,2019-04-24,2018-11-04
0023,Tamica Anderson,Tamica,Anderson,19,C,1958-06-08,Single,Female,39,2019-03-10,2018-02-09
0024,Chloe Stoltenberg,Chloe,Stoltenberg,15,C,1982-04-21,Single,Male,38,2019-11-09,2018-04-30
0025,Shae Gislason,Shae,Gislason,10,P,1985-01-30,Marry,Female,41,2019-11-20,2018-03-20
0026,Erline Hilpert,Erline,Hilpert,13,C,1968-08-02,Marry,Female,32,2019-01-16,2018-02-28
0027,Rosario Rowe,Rosario,Rowe,19,C,1990-01-02,Single,Male,39,2019-05-09,2018-08-01
0028,Cherlyn McDermott,Cherlyn,McDermott,17,P,1973-05-19,Marry,Male,49,2019-04-18,2018-02-08
0029,Doyle Funk,Doyle,Funk,11,C,1969-09-27,Marry,Male,27,2019-02-13,2018-01-01
0030,Willie Collier,Willie,Collier,14,C,1981-09-26,Single,Male,30,2019-08-19,2018-03-02
0031,Adell Kuvalis,Adell,Kuvalis,18,C,1987-02-05,Marry,Male,49,2019-02-20,2018-11-23
0032,Linda Satterfield,Linda,Satterfield,12,P,1969-09-30,Marry,Male,49,2019-10-15,2018-01-15
0033,Mina Feeney,Mina,Feeney,13,C,1966-04-07,Marry,Female,34,2019-12-15,2018-10-05
0034,Almeda Vandervort,Almeda,Vandervort,12,C,1977-05-01,Marry,Male,39,2019-04-02,2018-06-01
0035,Stacey Carroll,Stacey,Carroll,17,P,1978-04-11,Marry,Male,33,2019-08-19,2018-06-27
0036,Erich Heller,Erich,Heller,16,P,1977-09-01,Marry,Female,31,2019-10-08,2018-11-30
0037,Arnulfo Hilpert,Arnulfo,Hilpert,20,C,1986-09-06,Marry,Male,43,2019-03-19,2018-03-08
0038,Madlyn Anderson,Madlyn,Anderson,19,P,1975-06-15,Single,Female,30,2019-02-25,2018-01-28
0039,Linwood Stark,Linwood,Stark,14,C,1984-05-27,Single,Female,40,2019-06-18,2018-11-12
0040,Mel Moen,Mel,Moen,17,C,1974-04-02,Single,Male,44,2019-07-25,2018-09-29
0041,Marcos Funk,Marcos,Funk,13,P,1973-07-30,Marry,Male,39,2019-12-10,2018-05-19
0042,Doug Klocko,Doug,Klocko,19,P,1991-07-15,Single,Female,34,2019-08-05,2018-05-16
0043,Eun Cremin,Eun,Cremin,17,P,1963-01-05,Single,Male,29,2019-07-25,2018-01-27
0044,Trena Davis,Trena,Davis,17,C,1975-02-21,Single,Male,30,2019-02-10,2018-12-13
0045,Carlee Pollich,Carlee,Pollich,12,P,1967-02-17,Marry,Female,28,2019-07-12,2018-04-14
0046,Kera Swaniawski,Kera,Swaniawski,15,P,1974-01-25,Single,Female,36,2019-03-25,2018-01-10
0047,Jefferey Stoltenberg,Jefferey,Stoltenberg,15,C,1978-12-26,Single,Male,28,2019-04-28,2018-05-27
0048,Arlie Schulist,Arlie,Schulist,11,P,1978-12-31,Marry,Female,35,2019-08-18,2018-12-13
0049,Gordon Koss,Gordon,Koss,16,C,1964-08-16,Single,Male,45,2019-01-08,2018-06-20
0050,Oswaldo Brakus,Oswaldo,Brakus,13,P,1994-05-26,Marry,Female,36,2019-04-01,2018-12-07
0051,Archie Dare,Archie,Dare,20,C,1987-05-14,Single,Female,32,2019-09-04,2018-09-17
0052,Michale Jones,Michale,Jones,15,C,1986-06-13,Marry,Male,50,2019-05-13,2018-09-29
0053,Mari Kulas,Mari,Kulas,17,P,1994-01-30,Single,Male,50,2019-08-02,2018-09-08
0054,Joni Witting,Joni,Witting,20,C,1965-05-16,Single,Female,41,2019-12-06,2018-03-27
0055,Vincent Weissnat,Vincent,Weissnat,14,P,1973-02-05,Single,Male,49,2019-10-17,2018-09-06
0056,Jacquiline Feest,Jacquiline,Feest,15,C,1969-07-07,Single,Male,30,2019-08-17,2018-11-09
0057,Giovanni Willms,Giovanni,Willms,16,P,1991-04-21,Single,Male,32,2019-10-29,2018-07-08
0058,John Douglas,John,Douglas,12,C,1959-08-24,Marry,Female,44,2019-12-15,2018-03-26
0059,Magda Lindgren,Magda,Lindgren,17,C,1978-05-20,Marry,Female,39,2019-07-22,2018-01-08
0060,Delfina Gutkowski,Delfina,Gutkowski,13,C,1967-11-13,Marry,Female,39,2019-09-25,2018-02-14
0061,Caryl Roberts,Caryl,Roberts,19,P,1964-03-11,Single,Male,50,2019-05-27,2018-10-30
0062,Reyes O'Kon,Reyes,O'Kon,14,P,1985-06-06,Single,Male,29,2019-11-25,2018-02-27
0063,Angeline Smith,Angeline,Smith,16,C,1963-06-18,Marry,Female,27,2019-12-16,2018-07-23
0064,Marleen Rolfson,Marleen,Rolfson,18,C,1984-11-23,Marry,Female,43,2019-12-08,2018-07-07
0065,Alona Grimes,Alona,Grimes,18,P,1971-11-24,Marry,Female,31,2019-08-04,2018-04-10
0066,Ria Waters,Ria,Waters,20,P,1961-05-31,Single,Female,36,2019-10-15,2018-07-04
0067,Kenton Grimes,Kenton,Grimes,16,P,1963-01-07,Marry,Male,46,2019-02-07,2018-07-08
0068,Irina Aufderhar,Irina,Aufderhar,14,P,1964-09-21,Marry,Female,33,2019-02-12,2018-06-17
0069,Harlan Upton,Harlan,Upton,12,C,1987-04-11,Single,Female,43,2019-08-07,2018-06-26
0070,Scott Jacobs,Scott,Jacobs,15,P,1996-12-14,Marry,Female,47,2019-08-02,2018-05-10
0071,Fonda Toy,Fonda,Toy,11,C,1976-07-15,Single,Female,50,2019-09-20,2018-05-10
0072,Edgardo Rolfson,Edgardo,Rolfson,16,P,1991-11-23,Single,Female,39,2019-05-12,2018-09-06
0073,Awilda Rempel,Awilda,Rempel,16,P,1957-10-07,Single,Male,48,2019-01-16,2018-03-12
0074,Samara Rowe,Samara,Rowe,20,C,1994-06-30,Single,Female,30,2019-07-14,2018-01-20
0075,Vito Turner,Vito,Turner,12,P,1995-10-21,Marry,Male,32,2019-02-04,2018-02-27
0076,Mercedez Howe,Mercedez,Howe,16,P,1981-02-16,Single,Female,30,2019-11-16,2018-09-22
0077,Matthew Corkery,Matthew,Corkery,20,P,1996-01-24,Single,Female,39,2019-09-03,2018-07-20
0078,Roosevelt Wintheiser,Roosevelt,Wintheiser,17,C,1977-11-14,Marry,Male,40,2019-08-11,2018-01-30
0079,Lynn Blanda,Lynn,Blanda,13,P,1990-06-02,Marry,Male,48,2019-07-20,2018-10-10
0080,Mamie Price,Mamie,Price,17,C,1957-10-22,Single,Male,31,2019-01-21,2018-02-15
0081,Elvis Ritchie,Elvis,Ritchie,20,C,1980-06-03,Marry,Female,46,2019-08-07,2018-03-29
0082,Eryn Mante,Eryn,Mante,15,C,1976-03-27,Single,Male,48,2019-04-12,2018-10-19
0083,Jesse Gleichner,Jesse,Gleichner,15,P,1969-11-24,Marry,Male,28,2019-10-07,2018-01-10
0084,Woodrow Mosciski,Woodrow,Mosciski,20,P,1966-09-17,Single,Female,27,2019-07-23,2018-11-25
0085,Milan Labadie,Milan,Labadie,14,P,1982-10-01,Single,Female,42,2019-11-12,2018-10-20
0086,Kerry Ankunding,Kerry,Ankunding,13,C,1984-12-04,Marry,Male,39,2019-07-06,2018-06-16
0087,Loree Volkman,Loree,Volkman,10,P,1980-01-09,Marry,Male,29,2019-02-12,2018-07-21
0088,Venetta O'Kon,Venetta,O'Kon,17,C,1983-07-22,Marry,Female,50,2019-08-19,2018-04-29
0089,Kami Hirthe,Kami,Hirthe,13,C,1987-09-23,Single,Male,42,2019-03-05,2018-10-27
0090,Elsy Keebler,Elsy,Keebler,10,P,1988-10-27,Marry,Male,49,2019-10-30,2018-08-04
0091,Anja Koelpin,Anja,Koelpin,12,C,1981-08-04,Marry,Female,46,2019-03-29,2018-07-15
0092,Porfirio D'Amore,Porfirio,D'Amore,13,C,1964-06-19,Single,Female,46,2019-01-17,2018-05-12
0093,Marvis Conroy,Marvis,Conroy,14,P,1984-08-18,Single,Female,37,2019-10-18,2018-03-08
0094,Phyliss Conn,Phyliss,Conn,17,C,1961-04-30,Marry,Female,30,2019-09-09,2018-07-01
0095,Tony Wunsch,Tony,Wunsch,15,C,1991-01-28,Single,Female,36,2019-01-22,2018-07-14
0096,Nenita Stamm,Nenita,Stamm,15,C,1972-04-13,Marry,Male,45,2019-06-07,2018-10-25
0097,Bruno Corwin,Bruno,Corwin,14,C,1982-12-12,Single,Female,39,2019-11-05,2018-06-18
0098,Hong Welch,Hong,Welch,18,P,1979-05-16,Marry,Female,49,2019-01-30,2018-08-05
0099,Frederic Jaskolski,Frederic,Jaskolski,13,C,1980-12-31,Marry,Female,45,2019-01-03,2018-01-01
0100,Cordell Ullrich,Cordell,Ullrich,20,P,1985-01-15,Marry,Female,50,2019-03-22,2018-06-14
0101,Larita Sanford,Larita,Sanford,10,C,1980-06-01,Single,Male,32,2019-08-16,2018-01-21
0102,Esmeralda Wintheiser,Esmeralda,Wintheiser,18,C,1991-02-16,Single,Female,45,2019-04-19,2018-06-03
0103,Sommer Deckow,Sommer,Deckow,16,P,1979-12-08,Marry,Male,32,2019-09-03,2018-01-10
0104,Deanne Bergnaum,Deanne,Bergnaum,12,P,1964-11-05,Single,Male,44,2019-01-06,2018-10-07
0105,Jae Kassulke,Jae,Kassulke,16,P,1969-02-08,Single,Female,39,2019-03-23,2018-08-06
0106,Alline Anderson,Alline,Anderson,11,P,1987-01-26,Marry,Female,27,2019-07-16,2018-08-26
0107,Milo Kutch,Milo,Kutch,10,P,1976-07-18,Single,Female,40,2019-04-19,2018-08-15
0108,Zofia Kshlerin,Zofia,Kshlerin,10,C,1971-05-10,Marry,Female,31,2019-08-29,2018-05-13
0109,Archie Mertz,Archie,Mertz,16,C,1981-02-04,Marry,Female,28,2019-07-24,2018-12-13
0110,Casey Tremblay,Casey,Tremblay,17,P,1958-09-01,Single,Female,30,2019-08-06,2018-06-06
0111,Belen Labadie,Belen,Labadie,14,P,1994-11-12,Single,Male,47,2019-09-23,2018-04-20
0112,Enid Vandervort,Enid,Vandervort,17,C,1958-11-06,Marry,Female,41,2019-04-21,2018-11-26
0113,Markus Huels,Markus,Huels,13,C,1984-04-29,Marry,Male,46,2019-10-22,2018-03-03
0114,Jude Cassin,Jude,Cassin,11,P,1982-10-16,Single,Male,41,2019-03-07,2018-12-27
0115,Lucas Smitham,Lucas,Smitham,16,P,1966-06-05,Marry,Male,32,2019-02-16,2018-03-28
0116,Vickey Mann,Vickey,Mann,17,P,1966-12-01,Marry,Female,27,2019-03-19,2018-06-01
0117,Jesse Jacobs,Jesse,Jacobs,14,P,1982-06-18,Single,Female,35,2019-03-10,2018-04-16
0118,Zachary Douglas,Zachary,Douglas,17,C,1978-12-11,Marry,Male,41,2019-11-07,2018-02-26
0119,Catherina Volkman,Catherina,Volkman,11,C,1983-06-13,Marry,Male,40,2019-07-30,2018-12-19
0120,Renita Nikolaus,Renita,Nikolaus,16,C,1957-02-19,Marry,Male,32,2019-05-27,2018-07-22
0121,Modesto Nitzsche,Modesto,Nitzsche,18,C,1967-05-05,Single,Female,38,2019-03-14,2018-08-05
0122,Chau Smith,Chau,Smith,11,P,1969-01-17,Marry,Female,30,2019-03-18,2018-08-22
0123,Kareem Koch,Kareem,Koch,18,P,1963-09-27,Marry,Male,33,2019-06-19,2018-10-28
0124,Shawnna Kris,Shawnna,Kris,11,P,1975-07-05,Single,Male,38,2019-10-28,2018-12-05
0125,Manual Heller,Manual,Heller,16,C,1995-02-28,Single,Male,29,2019-11-14,2018-10-02
0126,Viviana Lang,Viviana,Lang,16,C,1959-08-31,Marry,Male,46,2019-03-02,2018-12-11
0127,Jody Keeling,Jody,Keeling,17,C,1969-08-05,Single,Female,46,2019-07-02,2018-06-04
0128,Buena Hermann,Buena,Hermann,20,C,1993-09-13,Marry,Male,45,2019-09-04,2018-12-05
0129,Blake Pacocha,Blake,Pacocha,20,C,1969-08-12,Single,Male,28,2019-08-27,2018-01-02
0130,Lyman Sauer,Lyman,Sauer,20,C,1985-12-30,Single,Male,28,2019-12-05,2018-01-08
0131,Audria Ratke,Audria,Ratke,12,C,1967-12-28,Marry,Female,46,2019-06-05,2018-05-16
0132,Lai Zemlak,Lai,Zemlak,20,C,1978-12-29,Single,Female,30,2019-10-09,2018-03-28
0133,Ernie Pfannerstill,Ernie,Pfannerstill,19,C,1962-06-09,Marry,Male,43,2019-09-21,2018-04-19
0134,Stacey Kiehn,Stacey,Kiehn,20,P,1961-02-20,Single,Female,44,2019-07-28,2018-07-14
0135,Renaldo Jacobson,Renaldo,Jacobson,15,C,1974-06-19,Single,Female,50,2019-10-23,2018-05-10
0136,Victor Abernathy,Victor,Abernathy,10,P,1984-09-26,Marry,Female,29,2019-12-25,2018-04-14
0137,Chance Maggio,Chance,Maggio,14,P,1994-09-13,Single,Male,33,2019-12-21,2018-03-30
0138,Jaime Batz,Jaime,Batz,16,P,1982-01-04,Marry,Female,33,2019-09-02,2018-02-28
0139,Gerry Kohler,Gerry,Kohler,14,P,1984-05-21,Single,Female,37,2019-02-27,2018-05-18
0140,Sean Hane,Sean,Hane,14,C,1996-01-29,Marry,Female,47,2019-07-03,2018-12-16
0141,Rogelio Paucek,Rogelio,Paucek,20,P,1972-06-23,Single,Female,36,2019-02-05,2018-02-03
0142,Renate West,Renate,West,16,C,1979-04-06,Marry,Female,41,2019-10-09,2018-01-13
0143,Russel Heller,Russel,Heller,12,P,1962-01-23,Single,Female,41,2019-04-18,2018-04-27
0144,Earnest Champlin,Earnest,Champlin,20,P,1973-10-19,Single,Female,50,2019-06-26,2018-11-21
0145,Harold King,Harold,King,19,P,1957-10-18,Single,Female,43,2019-07-05,2018-03-04
0146,Elois Mueller,Elois,Mueller,17,C,1964-06-18,Marry,Male,48,2019-01-31,2018-02-01
0147,Marilu Weimann,Marilu,Weimann,18,P,1975-09-20,Single,Male,40,2019-09-28,2018-11-03
0148,Valery Kirlin,Valery,Kirlin,10,P,1966-03-15,Marry,Male,33,2019-09-28,2018-11-11
0149,Major Metz,Major,Metz,14,C,1977-08-05,Marry,Male,27,2019-11-09,2018-11-28
0150,Samuel Luettgen,Samuel,Luettgen,15,C,1969-07-13,Marry,Female,43,2019-07-01,2018-03-17
0151,Janie Miller,Janie,Miller,18,P,1994-10-21,Single,Female,31,2019-07-28,2018-08-04
0152,Hollis Shields,Hollis,Shields,13,C,1976-08-12,Single,Male,49,2019-01-12,2018-01-09
0153,Tiffani Rodriguez,Tiffani,Rodriguez,18,C,1958-07-31,Marry,Male,39,2019-05-07,2018-11-20
0154,Randolph Gaylord,Randolph,Gaylord,19,C,1964-11-11,Marry,Female,34,2019-10-26,2018-02-18
0155,Cherelle Lesch,Cherelle,Lesch,13,P,1981-01-26,Single,Male,30,2019-12-17,2018-08-07
0156,Mauricio Denesik,Mauricio,Denesik,17,P,1963-11-29,Single,Male,48,2019-12-14,2018-05-12
0157,Rolland Senger,Rolland,Senger,16,C,1965-08-04,Marry,Female,38,2019-01-07,2018-04-26
0158,Lindsey Ziemann,Lindsey,Ziemann,12,C,1987-01-28,Marry,Female,46,2019-12-12,2018-03-28
0159,Albertine Lebsack,Albertine,Lebsack,19,P,1958-07-09,Marry,Male,31,2019-05-02,2018-10-30
0160,Myra Stokes,Myra,Stokes,15,P,1995-07-16,Single,Female,40,2019-03-30,2018-01-27
0161,Isabel Gaylord,Isabel,Gaylord,18,P,1969-08-26,Marry,Male,44,2019-09-01,2018-10-29
0162,Clementine Witting,Clementine,Witting,20,P,1996-03-25,Single,Male,33,2019-09-08,2018-12-08
0163,Harold McGlynn,Harold,McGlynn,13,P,1964-07-30,Marry,Female,34,2019-10-13,2018-04-06
0164,Hayden Sauer,Hayden,Sauer,19,P,1969-12-17,Marry,Female,30,2019-06-02,2018-01-03
0165,Brandon Shields,Brandon,Shields,14,C,1989-11-14,Marry,Male,50,2019-02-17,2018-03-23
0166,Oda Lebsack,Oda,Lebsack,19,P,1982-03-23,Marry,Female,32,2019-10-20,2018-05-01
0167,Shelba Bradtke,Shelba,Bradtke,18,P,1970-07-16,Single,Female,42,2019-08-02,2018-12-29
0168,Derick Rutherford,Derick,Rutherford,16,P,1993-02-17,Marry,Male,29,2019-06-27,2018-01-22
0169,Lorita Olson,Lorita,Olson,17,P,1988-01-07,Single,Female,42,2019-08-28,2018-07-30
0170,Jean Stanton,Jean,Stanton,16,P,1992-02-08,Marry,Male,41,2019-04-29,2018-10-25
0171,Karren Bosco,Karren,Bosco,13,C,1977-03-08,Marry,Female,41,2019-10-22,2018-01-18
0172,Bart Dooley,Bart,Dooley,12,C,1977-05-02,Single,Male,44,2019-03-20,2018-05-20
0173,Young Beatty,Young,Beatty,17,C,1972-03-16,Single,Male,38,2019-02-28,2018-03-24
0174,Anika Runte,Anika,Runte,20,C,1976-05-27,Marry,Female,32,2019-09-11,2018-02-24
0175,Florentino Hammes,Florentino,Hammes,10,P,1958-07-29,Single,Male,31,2019-07-27,2018-07-30
0176,Dario Langworth,Dario,Langworth,14,C,1990-11-27,Marry,Female,48,2019-05-01,2018-08-28
0177,Pandora Marquardt,Pandora,Marquardt,11,C,1959-01-13,Marry,Male,41,2019-09-06,2018-01-04
0178,Brendon Hintz,Brendon,Hintz,19,C,1973-08-31,Single,Male,38,2019-08-11,2018-05-08
0179,Mitchel Batz,Mitchel,Batz,11,C,1965-11-03,Marry,Male,35,2019-09-28,2018-07-08
0180,Kiara Armstrong,Kiara,Armstrong,16,P,1959-01-18,Marry,Female,37,2019-05-01,2018-01-14
0181,Georgann McKenzie,Georgann,McKenzie,15,P,1959-12-18,Marry,Male,35,2019-03-03,2018-02-23
0182,Mariam Ritchie,Mariam,Ritchie,10,P,1960-10-25,Marry,Male,45,2019-01-30,2018-03-07
0183,Marilee Kertzmann,Marilee,Kertzmann,14,C,1973-09-26,Marry,Male,36,2019-09-18,2018-05-17
0184,Adriane Kling,Adriane,Kling,12,P,1959-01-18,Single,Female,27,2019-09-13,2018-08-06
0185,Otto Bahringer,Otto,Bahringer,15,C,1981-12-11,Marry,Female,33,2019-06-16,2018-11-26
0186,Olin Reynolds,Olin,Reynolds,11,C,1991-10-05,Marry,Female,50,2019-12-18,2018-12-06
0187,Damian Feeney,Damian,Feeney,20,C,1983-03-22,Marry,Female,34,2019-02-28,2018-03-01
0188,Dalton Haag,Dalton,Haag,14,C,1977-05-11,Marry,Male,32,2019-11-30,2018-10-07
0189,Tova Bahringer,Tova,Bahringer,15,C,1984-06-27,Marry,Female,31,2019-10-19,2018-01-03
0190,Kimberley Sipes,Kimberley,Sipes,14,C,1961-11-01,Single,Male,35,2019-12-28,2018-04-23
0191,Cruz Raynor,Cruz,Raynor,18,P,1994-07-23,Single,Female,29,2019-03-29,2018-07-14
0192,Lauren Mueller,Lauren,Mueller,20,C,1984-10-25,Marry,Male,49,2019-05-31,2018-07-06
0193,Madelaine Littel,Madelaine,Littel,17,P,1968-05-17,Single,Male,30,2019-12-02,2018-04-23
0194,Winston Hauck,Winston,Hauck,15,P,1982-10-03,Marry,Female,35,2019-11-20,2018-02-10
0195,Maricela Cruickshank,Maricela,Cruickshank,14,C,1976-11-26,Marry,Female,39,2019-07-08,2018-07-20
0196,Sherrell Smith,Sherrell,Smith,16,P,1986-01-07,Marry,Male,50,2019-12-13,2018-06-19
0197,Darla Kreiger,Darla,Kreiger,15,P,1967-08-16,Marry,Male,39,2019-01-29,2018-02-10
0198,Jacklyn Lakin,Jacklyn,Lakin,13,C,1985-08-03,Single,Male,28,2019-03-24,2018-04-25
0199,Keila Kozey,Keila,Kozey,13,P,1961-06-21,Marry,Female,29,2019-07-07,2018-05-24
0200,Carl Klocko,Carl,Klocko,16,C,1995-12-23,Marry,Male,40,2019-06-19,2018-03-09
0201,Min Berge,Min,Berge,11,P,1960-03-01,Marry,Female,34,2019-01-30,2018-05-07
0202,Titus Wolf,Titus,Wolf,13,C,1971-08-02,Marry,Female,35,2019-03-25,2018-03-13
0203,Andy Douglas,Andy,Douglas,18,C,1970-06-16,Marry,Male,34,2019-03-02,2018-06-30
0204,Abel Funk,Abel,Funk,12,C,1986-05-29,Single,Female,47,2019-08-28,2018-02-12
0205,Mariano Christiansen,Mariano,Christiansen,16,C,1985-02-07,Marry,Female,47,2019-06-05,2018-11-20
0206,Douglass Streich,Douglass,Streich,14,C,1969-09-26,Single,Male,41,2019-10-22,2018-02-11
0207,Hassie Satterfield,Hassie,Satterfield,19,P,1978-01-29,Single,Male,48,2019-10-05,2018-01-14
0208,Cleveland Borer,Cleveland,Borer,11,C,1957-03-18,Marry,Male,37,2019-04-01,2018-04-09
0209,Skye Champlin,Skye,Champlin,17,P,1982-07-31,Marry,Female,31,2019-04-02,2018-09-09
0210,Emelda Beier,Emelda,Beier,10,C,1963-09-18,Single,Female,49,2019-04-28,2018-11-14
0211,Anthony O'Keefe,Anthony,O'Keefe,15,C,1996-05-02,Marry,Female,50,2019-06-23,2018-11-02
0212,Morris Hackett,Morris,Hackett,12,C,1983-12-18,Single,Female,35,2019-02-26,2018-04-30
0213,Zachery King,Zachery,King,11,P,1977-11-20,Marry,Male,32,2019-01-31,2018-11-15
0214,Lane Feil,Lane,Feil,10,C,1974-02-22,Marry,Male,47,2019-11-24,2018-11-07
0215,Yanira Murazik,Yanira,Murazik,20,P,1980-04-08,Marry,Female,41,2019-01-15,2018-03-12
0216,Tania Herzog,Tania,Herzog,10,P,1989-04-22,Single,Male,30,2019-12-11,2018-04-20
0217,Tom Hagenes,Tom,Hagenes,11,C,1983-02-21,Marry,Female,44,2019-05-11,2018-05-16
0218,Oren Schulist,Oren,Schulist,16,C,1969-02-03,Marry,Male,41,2019-11-21,2018-07-27
0219,Gonzalo Schamberger,Gonzalo,Schamberger,20,C,1972-12-25,Single,Male,39,2019-11-14,2018-06-03
0220,Jim Rohan,Jim,Rohan,17,C,1981-05-04,Single,Male,37,2019-02-14,2018-10-31
0221,Alyson Haley,Alyson,Haley,20,P,1989-02-09,Marry,Male,29,2019-04-07,2018-12-29
0222,Levi Douglas,Levi,Douglas,17,P,1962-11-26,Single,Female,44,2019-04-14,2018-06-26
0223,Juana Abernathy,Juana,Abernathy,16,P,1970-07-07,Single,Male,33,2019-02-26,2018-04-27
0224,Pansy Donnelly,Pansy,Donnelly,15,C,1992-03-17,Marry,Male,31,2019-12-12,2018-09-02
0225,Brian Heathcote,Brian,Heathcote,15,P,1974-01-22,Single,Male,31,2019-12-03,2018-05-18
0226,Breanna Sipes,Breanna,Sipes,16,P,1978-07-12,Single,Male,40,2019-12-09,2018-06-03
0227,Lorelei Brown,Lorelei,Brown,17,P,1996-04-26,Marry,Female,30,2019-09-20,2018-05-11
0228,Buck Bechtelar,Buck,Bechtelar,11,C,1988-11-02,Marry,Male,50,2019-02-26,2018-08-09
0229,Jamaal Wisozk,Jamaal,Wisozk,17,P,1981-03-26,Single,Female,34,2019-04-22,2018-02-22
0230,Duncan Jacobi,Duncan,Jacobi,16,C,1967-12-05,Marry,Female,29,2019-05-08,2018-01-02
0231,Luvenia Stamm,Luvenia,Stamm,18,C,1972-07-21,Marry,Female,42,2019-05-28,2018-04-28
0232,Thao Daniel,Thao,Daniel,15,C,1957-06-26,Marry,Male,29,2019-04-24,2018-03-31
0233,Mimi Kutch,Mimi,Kutch,19,P,1968-08-08,Single,Female,40,2019-03-20,2018-09-23
0234,Dominick Stracke,Dominick,Stracke,13,C,1970-09-21,Marry,Male,48,2019-08-10,2018-05-29
0235,Jose Beatty,Jose,Beatty,18,P,1995-10-30,Marry,Female,44,2019-08-05,2018-04-20
0236,Rolf Shields,Rolf,Shields,20,C,1975-06-29,Single,Male,31,2019-02-12,2018-02-04
0237,Carol Haag,Carol,Haag,12,C,1996-02-01,Marry,Male,32,2019-10-25,2018-01-03
0238,Brendan Langworth,Brendan,Langworth,13,C,1981-07-31,Single,Female,33,2019-11-03,2018-04-20
0239,Marica Haag,Marica,Haag,20,P,1990-03-19,Single,Female,48,2019-02-22,2018-10-25
0240,Erwin Morissette,Erwin,Morissette,20,P,1995-01-19,Marry,Male,47,2019-04-13,2018-03-14
0241,Jon Schmeler,Jon,Schmeler,15,C,1960-03-31,Single,Female,50,2019-10-13,2018-01-22
0242,Dennis Walter,Dennis,Walter,16,C,1981-12-07,Single,Female,49,2019-08-18,2018-01-25
0243,King Kuphal,King,Kuphal,12,C,1965-04-23,Marry,Female,48,2019-09-22,2018-11-18
0244,Jarod Labadie,Jarod,Labadie,17,C,1977-09-28,Single,Female,36,2019-04-07,2018-05-26
