Empoyee_No,Empoyee_Name,FirstName,LastName,JobGrade,Contract_Type,Birthday,Status,Sex,Age,Update_DT,Create_DT
AB0021,Sumiko Anderson,Sumiko,Anderson,20,P,1976-07-15,Marry,Female,42,2019-04-14,2018-09-27
AB0022,Joesph Spencer,Joesph,Spencer,11,C,1982-09-01,Marry,Female,48,2019-01-17,2018-09-30
AB0023,Stephan Zboncak,Stephan,Zboncak,10,P,1980-01-24,Single,Male,35,2019-10-29,2018-08-02
AB0024,Romeo Gleason,Romeo,Gleason,19,P,1968-01-03,Single,Male,32,2019-02-09,2018-01-10
AB0025,Grant Dach,Grant,Dach,13,C,1992-12-29,Marry,Female,47,2019-03-06,2018-11-01
AB0026,Fredric Conn,Fredric,Conn,12,C,1966-09-10,Marry,Male,35,2019-07-30,2018-04-11
AB0027,Danae Lowe,Danae,Lowe,13,C,1978-08-15,Marry,Male,45,2019-12-26,2018-03-02
AB0028,Tiffiny Jakubowski,Tiffiny,Jakubowski,15,C,1982-02-21,Single,Male,31,2019-11-03,2018-09-08
AB0029,Normand Macejkovic,Normand,Macejkovic,10,C,1980-03-16,Single,Female,30,2019-12-10,2018-05-06
AB0030,Coleen Jenkins,Coleen,Jenkins,15,P,1971-03-26,Single,Male,32,2019-05-18,2018-10-18
AB0031,Chandra Mante,Chandra,Mante,11,P,1971-08-02,Single,Male,48,2019-08-23,2018-11-10
AB0032,Aubrey Klocko,Aubrey,Klocko,18,P,1976-03-23,Single,Female,32,2019-03-31,2018-12-24
AB0033,Colin Witting,Colin,Witting,19,P,1994-06-08,Single,Male,33,2019-04-01,2018-11-23
AB0034,Ned Lockman,Ned,Lockman,15,C,1994-01-16,Marry,Female,44,2019-02-20,2018-06-30
AB0035,Wayne Carter,Wayne,Carter,17,P,1966-05-13,Single,Female,30,2019-06-21,2018-05-24
AB0036,Carroll Hackett,Carroll,Hackett,20,P,1957-07-05,Single,Male,28,2019-11-01,2018-10-29
AB0037,Kourtney Hayes,Kourtney,Hayes,19,P,1966-06-10,Single,Female,39,2019-10-25,2018-11-24
AB0038,Tracee Ortiz,Tracee,Ortiz,10,C,1957-11-11,Marry,Female,39,2019-10-04,2018-10-13
AB0039,Blanche Tillman,Blanche,Tillman,15,C,1990-12-30,Single,Male,33,2019-10-22,2018-09-17
AB0040,Rusty Krajcik,Rusty,Krajcik,11,P,1995-02-12,Marry,Female,27,2019-10-22,2018-01-28
AB0041,Antwan Considine,Antwan,Considine,10,C,1984-12-26,Single,Female,39,2019-10-16,2018-12-30
AB0042,Cristie Bechtelar,Cristie,Bechtelar,19,P,1994-04-19,Single,Female,39,2019-08-02,2018-02-15
AB0043,Ned Gleichner,Ned,Gleichner,18,C,1982-04-05,Single,Male,43,2019-07-16,2018-09-26
AB0044,Everette Keebler,Everette,Keebler,16,C,1988-03-30,Marry,Male,41,2019-02-14,2018-03-15
AB0045,Kendrick Hintz,Kendrick,Hintz,16,C,1960-05-13,Single,Male,40,2019-09-21,2018-10-31
AB0046,Porter Wuckert,Porter,Wuckert,20,P,1972-10-15,Marry,Male,39,2019-06-13,2018-05-30
AB0047,Alex Kuhlman,Alex,Kuhlman,10,C,1992-01-03,Marry,Male,27,2019-06-18,2018-01-08
AB0048,Jerry Emmerich,Jerry,Emmerich,16,C,1995-09-23,Single,Female,32,2019-11-01,2018-08-19
AB0049,Maude Dickens,Maude,Dickens,13,C,1968-02-23,Marry,Female,48,2019-01-27,2018-09-18
AB0050,Beatriz Hauck,Beatriz,Hauck,17,C,1971-03-13,Single,Male,30,2019-05-29,2018-09-19
AB0051,Kim Buckridge,Kim,Buckridge,13,C,1985-12-23,Single,Male,42,2019-01-13,2018-03-30
AB0052,Alan Goodwin,Alan,Goodwin,11,C,1968-08-09,Single,Male,28,2019-02-16,2018-07-08
AB0053,Darnell Walker,Darnell,Walker,17,P,1965-11-24,Marry,Male,46,2019-10-09,2018-11-27
AB0054,Hoa Hills,Hoa,Hills,19,P,1960-12-23,Marry,Male,29,2019-04-14,2018-04-20
AB0055,Latrina Rippin,Latrina,Rippin,18,C,1988-10-02,Single,Male,30,2019-07-24,2018-05-25
AB0056,Bart Schowalter,Bart,Schowalter,12,C,1977-03-27,Marry,Male,30,2019-06-08,2018-11-09
AB0057,Grazyna Ward,Grazyna,Ward,14,P,1968-06-01,Single,Female,41,2019-02-04,2018-05-29
AB0058,Duane Murazik,Duane,Murazik,11,C,1991-12-15,Single,Female,48,2019-02-11,2018-06-18
AB0059,Griselda Conroy,Griselda,Conroy,15,P,1989-09-09,Marry,Male,47,2019-10-01,2018-04-20
AB0060,Codi Kozey,Codi,Kozey,16,C,1972-01-28,Marry,Female,43,2019-03-09,2018-05-19
AB0061,Jaqueline Witting,Jaqueline,Witting,18,C,1961-10-13,Single,Female,48,2019-01-13,2018-02-12
AB0062,Talitha Schroeder,Talitha,Schroeder,19,C,1992-10-29,Marry,Male,30,2019-07-22,2018-06-20
AB0063,Marquis Hyatt,Marquis,Hyatt,15,P,1981-02-14,Marry,Male,29,2019-02-12,2018-02-03
AB0064,Timmy Altenwerth,Timmy,Altenwerth,13,P,1969-07-27,Single,Female,45,2019-06-15,2018-09-20
AB0065,Lynne Cronin,Lynne,Cronin,13,P,1959-05-14,Marry,Male,37,2019-04-22,2018-01-24
AB0066,Damian Gerhold,Damian,Gerhold,18,C,1986-10-15,Single,Male,36,2019-08-10,2018-02-22
AB0067,Cedrick Metz,Cedrick,Metz,18,P,1962-02-15,Marry,Female,34,2019-06-21,2018-10-28
AB0068,Magda Grant,Magda,Grant,19,C,1964-02-06,Marry,Female,30,2019-11-15,2018-11-26
AB0069,Lucile McClure,Lucile,McClure,10,C,1963-05-29,Single,Female,33,2019-05-01,2018-07-26
AB0070,Karlyn Swaniawski,Karlyn,Swaniawski,16,P,1978-11-21,Marry,Female,43,2019-01-31,2018-07-01
AB0071,Zane Windler,Zane,Windler,20,C,1970-06-01,Marry,Female,38,2019-02-28,2018-12-25
AB0072,Harley Murphy,Harley,Murphy,20,C,1992-11-23,Single,Male,34,2019-11-21,2018-06-15
AB0073,Jennell Cassin,Jennell,Cassin,11,P,1990-09-30,Single,Female,43,2019-10-03,2018-02-18
AB0074,Alayna Gorczany,Alayna,Gorczany,12,P,1959-05-20,Single,Female,48,2019-08-23,2018-07-25
AB0075,Rob Hermann,Rob,Hermann,12,C,1992-06-02,Single,Female,50,2019-09-18,2018-11-18
AB0076,Emmitt Rempel,Emmitt,Rempel,18,C,1992-05-26,Single,Male,50,2019-05-23,2018-10-07
AB0077,Benjamin Quigley,Benjamin,Quigley,10,P,1985-01-16,Single,Female,40,2019-10-16,2018-07-26
AB0078,Shane Bogan,Shane,Bogan,12,P,1970-12-22,Marry,Male,30,2019-04-21,2018-07-28
AB0079,Estella Wilderman,Estella,Wilderman,15,P,1975-04-08,Marry,Male,35,2019-06-17,2018-11-22
AB0080,Mariela Bergstrom,Mariela,Bergstrom,18,C,1978-11-21,Marry,Male,45,2019-02-25,2018-08-31
AB0081,Omega McDermott,Omega,McDermott,16,C,1957-11-24,Marry,Female,49,2019-10-26,2018-06-18
AB0082,Millard Huel,Millard,Huel,12,C,1985-06-28,Marry,Female,39,2019-02-06,2018-02-13
AB0083,Rogelio Deckow,Rogelio,Deckow,15,P,1975-01-23,Marry,Male,37,2019-05-21,2018-12-10
AB0084,Claude Dickens,Claude,Dickens,10,C,1985-01-06,Marry,Male,35,2019-09-01,2018-06-12
AB0085,Zackary Herzog,Zackary,Herzog,14,P,1989-11-05,Marry,Male,32,2019-07-14,2018-06-20
AB0086,Leta Mosciski,Leta,Mosciski,12,P,1959-08-15,Single,Female,41,2019-07-06,2018-09-28
AB0087,Xuan Swaniawski,Xuan,Swaniawski,17,P,1985-04-27,Single,Female,41,2019-09-14,2018-04-18
AB0088,Luigi Tromp,Luigi,Tromp,12,P,1975-12-28,Single,Male,29,2019-04-09,2018-06-04
AB0089,Rashad Predovic,Rashad,Predovic,10,C,1992-01-18,Single,Female,27,2019-12-31,2018-03-03
AB0090,Patrick Reilly,Patrick,Reilly,15,P,1994-01-07,Single,Male,47,2019-01-08,2018-04-26
AB0091,Maximina Bergstrom,Maximina,Bergstrom,11,P,1996-06-12,Marry,Male,27,2019-07-17,2018-02-24
AB0092,Nedra Corwin,Nedra,Corwin,12,C,1967-01-19,Marry,Male,46,2019-09-08,2018-09-13
AB0093,Leann Heathcote,Leann,Heathcote,18,P,1993-12-13,Marry,Male,32,2019-11-22,2018-12-30
AB0094,Justin Collins,Justin,Collins,18,P,1988-09-24,Marry,Male,28,2019-08-31,2018-10-15
AB0095,Bo Wolff,Bo,Wolff,20,P,1963-01-11,Marry,Male,46,2019-11-27,2018-08-16
AB0096,Randal Hickle,Randal,Hickle,13,P,1975-03-15,Marry,Male,44,2019-10-10,2018-04-08
AB0097,Salley Shields,Salley,Shields,19,C,1988-09-16,Marry,Female,39,2019-04-02,2018-07-12
AB0098,Wilford Prohaska,Wilford,Prohaska,14,C,1979-05-25,Single,Male,44,2019-07-20,2018-02-24
AB0099,Marisa Robel,Marisa,Robel,14,C,1991-04-20,Single,Male,43,2019-12-04,2018-02-09
AB0100,Richie Bergstrom,Richie,Bergstrom,10,C,1993-09-21,Marry,Male,46,2019-10-17,2018-03-29
AB0101,Joella D'Amore,Joella,D'Amore,16,C,1960-09-20,Single,Female,33,2019-11-24,2018-12-19
AB0102,Leatha Morissette,Leatha,Morissette,16,P,1964-08-26,Single,Male,49,2019-05-05,2018-06-07
AB0103,Chung Larson,Chung,Larson,11,P,1985-03-28,Single,Female,38,2019-01-21,2018-03-30
AB0104,Herman Denesik,Herman,Denesik,17,P,1991-01-03,Marry,Female,34,2019-01-30,2018-11-23
AB0105,Ahmed White,Ahmed,White,16,C,1967-07-27,Single,Female,29,2019-09-24,2018-02-28
AB0106,Armand Hahn,Armand,Hahn,16,P,1996-11-10,Single,Male,33,2019-08-13,2018-03-29
AB0107,Efren Friesen,Efren,Friesen,10,C,1982-06-01,Marry,Female,29,2019-02-11,2018-04-08
AB0108,Shirley Pfeffer,Shirley,Pfeffer,18,P,1964-03-16,Marry,Male,32,2019-01-18,2018-09-09
AB0109,Alyce Deckow,Alyce,Deckow,10,P,1960-12-11,Marry,Male,31,2019-10-22,2018-05-30
AB0110,Stevie Swift,Stevie,Swift,18,C,1971-12-24,Single,Female,42,2019-09-27,2018-01-20
AB0111,Numbers Marvin,Numbers,Marvin,16,C,1963-07-22,Single,Female,40,2019-02-10,2018-07-06
AB0112,Bart O'Keefe,Bart,O'Keefe,18,C,1965-03-24,Marry,Male,32,2019-06-17,2018-07-25
AB0113,Sung Legros,Sung,Legros,19,P,1963-09-22,Single,Male,49,2019-11-04,2018-05-14
AB0114,Lowell Trantow,Lowell,Trantow,17,P,1969-10-17,Single,Male,27,2019-10-12,2018-11-17
AB0115,Ike Wolf,Ike,Wolf,12,C,1992-09-02,Single,Male,29,2019-11-16,2018-11-20
AB0116,Syreeta Mante,Syreeta,Mante,18,C,1962-07-23,Marry,Male,39,2019-05-04,2018-06-29
AB0117,Ralph Torp,Ralph,Torp,16,C,1967-06-26,Marry,Female,38,2019-10-18,2018-06-02
AB0118,Shelby Wisoky,Shelby,Wisoky,15,C,1965-04-23,Marry,Female,43,2019-01-16,2018-12-26
AB0119,Karleen McLaughlin,Karleen,McLaughlin,16,P,1960-10-27,Single,Female,48,2019-08-08,2018-12-28
AB0120,Heide Purdy,Heide,Purdy,10,C,1975-09-23,Single,Male,41,2019-05-29,2018-06-02
AB0121,Elbert Rogahn,Elbert,Rogahn,19,C,1973-04-12,Single,Female,46,2019-09-21,2018-03-14
AB0122,Frances Lueilwitz,Frances,Lueilwitz,12,C,1981-11-29,Single,Male,47,2019-04-06,2018-01-10
AB0123,Lemuel Rutherford,Lemuel,Rutherford,17,C,1983-07-13,Marry,Female,49,2019-09-06,2018-12-27
AB0124,Leanne Jerde,Leanne,Jerde,18,C,1984-11-11,Marry,Female,43,2019-10-01,2018-04-13
AB0125,Zackary Wolff,Zackary,Wolff,18,P,1969-02-22,Marry,Female,41,2019-09-04,2018-12-27
AB0126,Treasa Stracke,Treasa,Stracke,12,C,1986-08-05,Single,Female,43,2019-07-28,2018-08-13
AB0127,Ernestine White,Ernestine,White,12,C,1964-07-29,Single,Male,40,2019-08-06,2018-03-15
AB0128,Luke Greenfelder,Luke,Greenfelder,10,C,1989-06-26,Single,Male,37,2019-07-16,2018-01-17
AB0129,Jan Brown,Jan,Brown,12,C,1960-11-08,Single,Female,35,2019-01-13,2018-07-21
AB0130,Jed Conroy,Jed,Conroy,12,C,1961-04-24,Marry,Male,40,2019-12-18,2018-04-05
AB0131,Lidia Daniel,Lidia,Daniel,14,P,1992-08-06,Single,Female,34,2019-01-22,2018-10-11
AB0132,Rolande Senger,Rolande,Senger,14,C,1981-10-18,Marry,Female,38,2019-04-21,2018-09-05
AB0133,Hugo Jast,Hugo,Jast,14,C,1966-07-03,Single,Female,37,2019-09-09,2018-09-30
AB0134,Eddy Emmerich,Eddy,Emmerich,13,C,1993-12-11,Single,Male,33,2019-12-22,2018-02-04
AB0135,Jamison Beahan,Jamison,Beahan,12,C,1990-06-11,Marry,Female,35,2019-12-27,2018-04-07
AB0136,Abram Abernathy,Abram,Abernathy,11,C,1989-04-05,Single,Female,27,2019-12-28,2018-02-14
AB0137,Sherwood Mayert,Sherwood,Mayert,14,C,1963-03-07,Single,Male,44,2019-05-22,2018-07-29
AB0138,Shaunna Crona,Shaunna,Crona,20,P,1964-09-26,Marry,Male,29,2019-05-23,2018-09-01
AB0139,Clifton Ondricka,Clifton,Ondricka,14,P,1990-05-28,Single,Female,47,2019-01-20,2018-05-25
AB0140,Ben Kreiger,Ben,Kreiger,17,P,1995-05-12,Single,Male,48,2019-10-22,2018-03-04
AB0141,Aleida Pollich,Aleida,Pollich,17,P,1964-01-19,Marry,Female,50,2019-10-18,2018-09-21
AB0142,Adan Stoltenberg,Adan,Stoltenberg,10,C,1995-01-21,Marry,Female,48,2019-09-27,2018-08-21
AB0143,Jc Beahan,Jc,Beahan,12,C,1971-03-25,Single,Male,27,2019-01-31,2018-01-20
AB0144,Jerilyn Lemke,Jerilyn,Lemke,17,P,1979-09-25,Single,Female,44,2019-04-15,2018-02-20
AB0145,Jolyn Ward,Jolyn,Ward,19,P,1971-06-29,Marry,Male,50,2019-07-03,2018-03-06
AB0146,Lory Cummerata,Lory,Cummerata,14,P,1993-10-05,Marry,Male,44,2019-09-22,2018-03-19
AB0147,Florentino Dickinson,Florentino,Dickinson,17,C,1963-02-28,Marry,Male,38,2019-09-05,2018-08-09
AB0148,Lacie Ryan,Lacie,Ryan,18,C,1971-06-16,Marry,Male,49,2019-05-22,2018-06-02
AB0149,Neil Leffler,Neil,Leffler,11,C,1976-04-19,Single,Female,48,2019-08-07,2018-07-20
AB0150,Jacob Legros,Jacob,Legros,19,P,1988-04-15,Marry,Female,39,2019-09-23,2018-11-06
AB0151,Gertude Sauer,Gertude,Sauer,17,P,1969-03-11,Marry,Female,27,2019-07-01,2018-09-28
AB0152,Houston Shields,Houston,Shields,13,P,1985-05-02,Marry,Female,41,2019-11-30,2018-01-06
AB0153,Tammy Morar,Tammy,Morar,13,P,1962-10-11,Marry,Male,38,2019-03-15,2018-01-17
AB0154,Renato Deckow,Renato,Deckow,13,C,1986-01-26,Single,Male,44,2019-11-11,2018-09-29
AB0155,Wesley Barrows,Wesley,Barrows,16,P,1993-12-07,Marry,Male,31,2019-04-08,2018-11-26
AB0156,Nathanael Abernathy,Nathanael,Abernathy,17,C,1958-09-27,Marry,Female,36,2019-03-31,2018-05-31
AB0157,Devora Hermiston,Devora,Hermiston,20,C,1990-10-24,Single,Female,42,2019-08-17,2018-09-25
AB0158,Eddie Gusikowski,Eddie,Gusikowski,10,P,1982-06-20,Marry,Female,36,2019-11-09,2018-03-12
AB0159,Angelika Carroll,Angelika,Carroll,20,C,1993-04-22,Marry,Female,37,2019-08-03,2018-10-22
AB0160,Chaya Mitchell,Chaya,Mitchell,15,C,1987-09-15,Single,Female,39,2019-10-09,2018-09-21
AB0161,Jason Collier,Jason,Collier,20,C,1976-03-04,Single,Female,42,2019-08-23,2018-04-20
AB0162,Kelley McDermott,Kelley,McDermott,10,P,1969-02-12,Marry,Male,46,2019-07-27,2018-11-01
AB0163,Gaylord Cummings,Gaylord,Cummings,20,C,1968-05-05,Marry,Male,45,2019-03-19,2018-09-10
AB0164,Ashley Daniel,Ashley,Daniel,11,P,1967-05-06,Marry,Female,33,2019-01-15,2018-02-21
AB0165,Winston Torphy,Winston,Torphy,17,P,1995-12-05,Marry,Male,41,2019-08-05,2018-06-20
AB0166,Lon Becker,Lon,Becker,18,P,1968-10-21,Marry,Male,41,2019-09-27,2018-01-23
AB0167,Willette Rolfson,Willette,Rolfson,15,C,1989-07-15,Single,Male,33,2019-04-07,2018-12-15
AB0168,Misty Schuster,Misty,Schuster,17,P,1994-08-11,Single,Female,38,2019-05-17,2018-03-02
AB0169,Ronny Fay,Ronny,Fay,11,P,1965-11-07,Single,Female,37,2019-03-02,2018-04-02
AB0170,Tamisha Hirthe,Tamisha,Hirthe,14,P,1976-05-16,Single,Male,40,2019-10-02,2018-06-17
AB0171,Tonie Kuvalis,Tonie,Kuvalis,12,P,1959-09-24,Single,Female,45,2019-09-16,2018-03-12
AB0172,Maisha Osinski,Maisha,Osinski,10,P,1980-08-14,Marry,Male,45,2019-04-20,2018-03-19
AB0173,Cory Gleichner,Cory,Gleichner,11,C,1984-07-22,Marry,Female,50,2019-07-15,2018-10-15
AB0174,Betty Fahey,Betty,Fahey,19,P,1957-03-16,Single,Male,41,2019-03-21,2018-07-27
AB0175,Antwan Wehner,Antwan,Wehner,14,C,1975-07-13,Marry,Male,32,2019-07-19,2018-11-05
AB0176,Leopoldo Lebsack,Leopoldo,Lebsack,14,C,1992-02-20,Single,Female,33,2019-05-29,2018-11-21
AB0177,Noel Corkery,Noel,Corkery,15,C,1963-08-23,Marry,Female,49,2019-05-04,2018-04-02
AB0178,Lakita Medhurst,Lakita,Medhurst,12,C,1985-10-07,Single,Female,41,2019-09-13,2018-01-23
AB0179,Fernande Skiles,Fernande,Skiles,13,P,1995-02-27,Marry,Female,37,2019-12-01,2018-11-08
AB0180,Haywood Luettgen,Haywood,Luettgen,15,C,1995-05-20,Single,Female,35,2019-11-03,2018-03-26
AB0181,Wyatt Friesen,Wyatt,Friesen,14,P,1994-02-18,Marry,Male,45,2019-03-13,2018-11-12
AB0182,Maxima Gorczany,Maxima,Gorczany,10,C,1989-05-03,Single,Male,27,2019-10-08,2018-04-02
AB0183,Emerson Hintz,Emerson,Hintz,12,P,1973-07-18,Marry,Female,34,2019-07-24,2018-05-15
AB0184,Susie Gibson,Susie,Gibson,13,C,1993-06-13,Single,Male,40,2019-09-13,2018-01-05
AB0185,Benton Bernhard,Benton,Bernhard,14,P,1975-07-25,Marry,Male,44,2019-04-01,2018-05-26
AB0186,Chang Crist,Chang,Crist,16,C,1961-04-23,Marry,Male,28,2019-06-29,2018-12-12
AB0187,Jeana Lowe,Jeana,Lowe,13,C,1967-08-14,Marry,Male,34,2019-12-09,2018-02-23
AB0188,Gerard Ruecker,Gerard,Ruecker,20,C,1991-12-05,Single,Female,30,2019-12-01,2018-01-27
AB0189,Quentin Tremblay,Quentin,Tremblay,11,C,1976-10-28,Single,Male,47,2019-08-27,2018-01-17
AB0190,Zora Prohaska,Zora,Prohaska,15,P,1963-11-06,Single,Female,46,2019-02-10,2018-09-13
AB0191,Truman Schuppe,Truman,Schuppe,15,C,1979-10-02,Marry,Female,45,2019-02-06,2018-03-10
AB0192,Kiley Batz,Kiley,Batz,20,C,1963-07-31,Single,Male,33,2019-05-13,2018-01-13
AB0193,Rafael Blanda,Rafael,Blanda,15,P,1988-08-04,Single,Male,49,2019-10-17,2018-08-03
AB0194,Elizabet Schultz,Elizabet,Schultz,19,P,1977-12-05,Marry,Female,30,2019-06-07,2018-07-28
AB0195,Alphonse Powlowski,Alphonse,Powlowski,14,C,1978-04-08,Single,Female,37,2019-02-26,2018-01-18
AB0196,Zachary Kub,Zachary,Kub,10,C,1976-02-15,Marry,Female,40,2019-05-15,2018-07-04
AB0197,Trevor Champlin,Trevor,Champlin,11,P,1968-09-07,Single,Female,32,2019-01-16,2018-09-26
AB0198,Nestor Keeling,Nestor,Keeling,12,C,1973-11-08,Marry,Female,30,2019-01-22,2018-02-01
AB0199,Dominick Lueilwitz,Dominick,Lueilwitz,20,C,1971-04-26,Marry,Male,33,2019-08-16,2018-06-07
AB0200,Yael Mann,Yael,Mann,10,C,1991-06-07,Single,Female,29,2019-06-18,2018-06-10
AB0201,Lynwood Padberg,Lynwood,Padberg,14,P,1995-01-18,Single,Male,50,2019-12-12,2018-02-04
AB0202,Toby Koelpin,Toby,Koelpin,17,P,1987-03-19,Marry,Male,28,2019-09-05,2018-07-22
AB0203,Rochelle Leffler,Rochelle,Leffler,14,P,1961-02-05,Single,Male,30,2019-06-27,2018-01-12
AB0204,Victor Stanton,Victor,Stanton,17,P,1958-03-30,Marry,Male,43,2019-02-22,2018-05-30
AB0205,Katerine Hand,Katerine,Hand,15,P,1959-05-10,Marry,Female,38,2019-10-05,2018-10-15
AB0206,Rosalind Kassulke,Rosalind,Kassulke,13,P,1977-04-24,Single,Male,45,2019-12-04,2018-11-24
AB0207,Tami Cole,Tami,Cole,15,P,1993-05-20,Single,Male,44,2019-06-28,2018-10-07
AB0208,Tanika Kub,Tanika,Kub,11,P,1967-11-26,Marry,Female,36,2019-11-29,2018-07-02
AB0209,Lashaunda Littel,Lashaunda,Littel,18,C,1973-08-18,Single,Male,49,2019-08-14,2018-12-07
AB0210,Pearly Hudson,Pearly,Hudson,10,C,1989-06-06,Marry,Female,27,2019-03-01,2018-10-03
AB0211,Moses Pouros,Moses,Pouros,17,C,1970-05-03,Marry,Male,30,2019-08-22,2018-12-20
AB0212,Marica Stroman,Marica,Stroman,20,P,1969-09-28,Marry,Male,47,2019-07-03,2018-04-18
AB0213,Cyril O'Keefe,Cyril,O'Keefe,17,P,1992-08-18,Single,Female,49,2019-08-10,2018-08-11
AB0214,Naida Stiedemann,Naida,Stiedemann,14,C,1974-10-13,Marry,Male,50,2019-02-26,2018-05-26
AB0215,Ronnie Murray,Ronnie,Murray,19,P,1989-06-16,Single,Female,27,2019-03-12,2018-02-07
AB0216,Lamar Kemmer,Lamar,Kemmer,14,C,1973-08-30,Single,Female,39,2019-07-10,2018-01-15
AB0217,Elane Rogahn,Elane,Rogahn,10,P,1987-05-28,Marry,Female,33,2019-10-10,2018-06-26
AB0218,Andreas Gottlieb,Andreas,Gottlieb,18,P,1996-05-07,Single,Male,27,2019-11-23,2018-06-16
AB0219,Tameika Hoeger,Tameika,Hoeger,12,P,1989-08-25,Single,Female,35,2019-02-16,2018-11-03
AB0220,Tatiana Batz,Tatiana,Batz,18,P,1964-01-14,Single,Female,47,2019-02-10,2018-09-19
AB0221,Julio Treutel,Julio,Treutel,14,P,1991-11-14,Marry,Male,27,2019-12-17,2018-11-26
AB0222,Jorge Bergnaum,Jorge,Bergnaum,14,C,1994-09-17,Single,Female,29,2019-07-09,2018-08-20
AB0223,Bret Cartwright,Bret,Cartwright,18,P,1957-02-19,Marry,Female,31,2019-03-06,2018-07-14
AB0224,Kary Upton,Kary,Upton,14,C,1995-04-14,Single,Male,39,2019-11-29,2018-07-26
AB0225,Larhonda Goyette,Larhonda,Goyette,10,P,1962-05-02,Marry,Male,37,2019-03-01,2018-10-02
AB0226,Carmelo Hintz,Carmelo,Hintz,15,P,1983-10-13,Single,Female,30,2019-03-27,2018-06-30
AB0227,Aileen McLaughlin,Aileen,McLaughlin,16,C,1979-08-25,Marry,Female,37,2019-09-05,2018-02-20
AB0228,Johnathan Schmidt,Johnathan,Schmidt,12,C,1964-06-27,Single,Male,45,2019-11-27,2018-09-03
AB0229,Randy Hudson,Randy,Hudson,16,C,1978-07-01,Single,Female,44,2019-03-12,2018-05-16
AB0230,Will White,Will,White,18,P,1963-12-19,Single,Female,33,2019-06-07,2018-10-27
AB0231,Madlyn Crist,Madlyn,Crist,11,P,1988-06-19,Marry,Female,39,2019-03-19,2018-12-28
AB0232,Marcus Hackett,Marcus,Hackett,13,C,1980-01-02,Single,Male,48,2019-04-12,2018-05-10
AB0233,Malorie McKenzie,Malorie,McKenzie,18,P,1994-12-15,Single,Male,27,2019-08-23,2018-06-16
AB0234,Thurman Lindgren,Thurman,Lindgren,16,P,1969-12-23,Marry,Male,31,2019-06-28,2018-03-06
